Review_Text,Sentiment,tf_cluster
short stay arriv airport depart noon check swift want middl night lost hh card manag sign overnight,2,2
comfort felt safe staff help respect breakfast offer wide choic carter everi palat start earli finish late,2,2
hotel minut airport room washroom neat clean room well equip restaur nice food good staff warm pleasant overal nice stay howev much view hotel also suitabl busi famili stay suitabl leisur holiday,2,0
conveni locat staff realli concern comfort ensur get issu resolv problem nois ballroom much room noisi request front desk quietli accept issu arrang altern ice ask relax new room first reloc next day,2,2
appear hotel good food good qualiti quantiti hotel locat insid citi visit hotel offici trip servic good activ arrang hotel,2,1
great stay facil diamond member stay mani properti especi impress one,2,0
love hotel handi airport best locat insid away hustl bustl outsid short taxi ride town beach servic food wexcel,2,2
stay good addit spa terrif thank,2,2
amaz time hilton resort good food serv amaz swim pool resort room awesom tell amaz resort request conduct cultur program eaten chicken tandoori experi spici food one word amaz,2,2
good support staff clean spaciou room neat classi bathroom good food ambienc q bar menu drink qualiti cost valu improv rest entir stay realli good one actual plan check,2,1
stay le hour take long flight hong kong staff extrem profession one valet staff super help want go nearbi mall check hotel transport cab compani contract hotel quot u r valet abl hire u ola cab r,2,0
great servic much appreci recept staff went extra effort organis staff chennai domest airport assist extra baggag thank keep fantast work guy,2,0
good central busi trip littl higher side locat room tidi new nois level low staff friendli gym trainer extra friendli new metro station ruin look front aid connect,2,2
locat awesom front offic staff friendli sweet soft spoken like stay room compact beauti linen neat clean includ towel etc food awesom awesom servic woh varieti valu money,2,0
hilton chennai love hotel kind staff extrem clean relax room q bar roof alway hop friday saturday night food restaur room servic help western travel belli get delhi belli wear bug spray lobbi mosquito mani,2,2
locat hotel insid coloni difficult access without vehicl breakfast provid also disappoint,1,2
hotel good area littl insid main road easili get via googl map mainten good room nice furnish wifi tv prob room fulli air condit overal good,2,1
good hospit good hospit good hospit good hospit good hospit good hospit good hospit good hospit good hospit good hospit good hospit,2,1
isol place difficult find exact place wait long food cab taxi avail problem,1,2
stay hotel day good warm welcom front offic room clean wooden floor centralis ac quick respons staff food fantast north indian especi morn breakfast good would come back,2,2
though busi trip good stay hope improv due cours time sinc singl might enjoy amen hope visit next time friend famili thank provid room servic good housekeep servic,2,2
great stay hotel first place felt peopl keen happi serv smile face genuin creat good impress hotel moment land chennai live throughout stay,2,0
averag sinc destin busi orient one henc much offer target group,1,2
life best place ever visit,2,0
like food pool staff gym locat big reason choos savera could improv internet would get star,2,2
pleas hotel recept staff attitud need improv,1,2
place infest roach towel provid old though clean place charg due proxim u consul food expens averag hotel expens rate,1,2
pleasant stay famili hotel lobbi recept swim pool beauti,2,0
good hotel ple take hotel,0,1
nice stay savera,2,0
worth money paid,1,2
savera hotel oldi goodi luxuri hotel busi year good hotel furnish realli well breakfast buffet scrumptiou locat good central fairli quiet staff realli courteou friendli everyth work fine,2,1
bathroom door terribl hand towel water bottl provid bathroom towel dirti chang room look look old worn side view concret jungl badli maintain dirti terracebreakfast good staff polit courteou,0,2
great staff desk rep sibasan small build guy take care desk wear glass dark skin guy delet repeat word help great food great environ sure next time stay hotel savera,2,0
short stay room well maintain servic need late checkout smoothli execut,2,2
repeat follow up hot water internet fix problem staff prompt star hotel hot water internet issu room servic food pretti bad alway cold,1,2
good experi hotel good facil near u consul beach,2,1
slow check wait min check room bathroom clean wait anoth min checkout,0,2
realli hard believ k hand easili get room star hotel complimentari breakfast thank makemytrip yeah stay realli worth everi penni spent cheer,2,2
premis good howev problem cleanli swim pool water otherwis overal experi good hotel must look food menu rate better book makemytrip app get best price travel app,2,2
great stay savera hotel offici trip chennai locat heart citi star hospit could expect porter nice room delici food commend room servic lot option breakfast sure recommend dear one,2,0
good pleas disturb keep ask review send mani email want updat forc u write word quit seriou pleas forc stop use mmt app,2,2
room well maintain corridor maintain poorli stay one night heard colleagu one best hotel year histori tri stay famili friend also conveni busi meet,2,0
nice look good better pleas provid facil like mobil charger bed ok clean well rest room good rest hotel compar nice find buffet tiffen nice food also good,2,1
chennai admiss son srm univers hotel littl bit costli stay comfort food differ type varieti mouth water tasti servic fantast cleanli modern facil realli appreci,2,0
hotel locat good near german consul shop mall breakfast superb mani option room comfort pool alway occupi food qualiti good great stay,2,1
hotel look pretti decent outsid howev hallway smelli dirti room smell stuff bathroom clean felt suffoc valu money servic good peopl nice strongli feel could maintain much better,1,2
like hotel peopl nice good servic room stay would smoke smell though non smoke room ambienc pleasant pool side hotel swim pool also access guest enjoy,2,0
